labelcode,cutword
61,檔案管理 實務 作業 問題
61,申請 應用 本府 機關 檔案
61,臺北市 政府 推動 城市 外交
61,臺北市 國外 城市 關係
61,洽詢 秘書處 律師 建築師 地政士 專業 諮詢服務
61,秘書 處志工 服務項目 為何
61,臺北市 雙語 環境 建置 狀況
61,補發 公文 處理
61,承辦 單位 遺失 已 收文 編號 公文 時 應 處理
61,機關 新建 置 組織 更名 時 應 申請 印信
61,如認 本府 分辦 公文 屬於 機關 主管 業務範圍 時 應 處理
61,職 名章 刻 製 規定 為何
61,機關 組織 修編 時 申請 府 發文 代字
61,來文 處理 速別 公文 性質 不符 時 應 處理
61,公文 正本 行文 副本 下 行文 時 公文 應 蓋印 簽署
61,政府 機關 公家 單位 是否 規範 室內 溫度 達 以上 方可開 冷氣
61,公文 發文 機關 臺北市 政府 何不 使用 台 字
62,都市 更新 建物 測量 預審 申請 條件 申請
62,何謂 分割 複 丈 應備 文件 為何 規費 計收
62,地籍圖 地籍 套 繪圖 有何
62,申請 土地 合併 複 丈 應備 文件 為何
62,農 地上 已有 農舍 辦理 分割 應 準備 文件
62,臺北市 各地 政 事務所 地籍圖 建物 測量 成果 圖 謄本 可否 跨所 申請
62,申請 建物 測量 規費 計收
62,建物 分割 申請 規費 計收
62,建物 合併 有何 限制 申請
62,何謂 圖解 地籍圖 數值 化
62,何謂 合併 複 丈 申請 合併 複 丈 是否 需 繳納 規費
63,透過 市民 熱線 反映 市政 問題 何要 提供 姓名 聯絡 電話
63,透過 臺北市 單一 陳 情 系統 HELLOTAIPEI 反映 市政 問題 何要 系統 輸入 姓名 聯絡 資料 電話 住址 電子信箱
63,何謂 精實 管理 專案 機關 參加
63,府 反映 公務 相關 意見 系統 市府 員工 有何 作用
63,Voting 投票 約束力 效力
63,想 了解 Voting 資訊 哪裡 查詢
63,即時 觀看 每天 Voting 投票
63,我要 Voting 投票 成功
63,Voting 系統 使用 是否 限制
63,提高 民眾 Voting 網路 投票 信賴 度
63,網路 投票 易有 數位 落差 問題 Voting 克服
63,使用 Voting 系統 投票
63,Voting 之前 曾 新聞報導 Voting 灌票 問題 預防 問題 發生
63,Voting 驗證 方式
63,Voting 系統 網路 安全性 資安 問題
63,Voting 民意 反映 管道
63,Voting 參與 式 預算 有何
63,Voting 公投 有何
63,Voting 改善 投票率 低 問題
63,人具 Voting 投票 資格 投票 人 是否 年齡 限制
63,不太會 寫 Voting 提案 有人 協助
63,人 提案 Voting 提案人 是否 年齡 限制
63,人 Voting 附議 附議 人 是否 年齡 限制
63,Voting 提案 資料 是否 均會 保留 公開
63,Voting 民眾 提案 需 提供 資料 成案 標準 為何
63,為何 Voting 非 行政 機關 提案 設定 天 附議 門檻
63,Voting 提案 初審 由誰來 審查 審查 原則 為何
63,屬於 提案 範疇 覆議 門檻 是否 進行 Voting
63,Voting 幫助 解決 問題
63,Voting 提案 範圍 包括 議題 成為 Voting 提案
63,何要 推動 Voting
63,Voting 新制 流程 提案 成立 投票 約 需 多久
63,Voting 過去 曾 執行 投票 成效 有無 民眾 提案 民眾 參與度
63,Voting 過去 遇到 挑戰 解決
63,Voting 制度 沿革
63,Voting 新制 舊制 不同之處
63,Voting 新制 流程
63,Voting
63,為民 服務 工作 不定期 現場 考核
63,臺北市 政府 創意 提案 競賽 提案人 獎勵 對象 為何 評獎 作業 進行
63,臺北 市民 點通 網站 提供 服務
63,本府 機關 受理 臺北市 單一 陳 情 系統 HELLOTAIPEI 案件 後 應 辦理 改分 或代為 立案 作業
63,臺北市 單一 陳 情 系統 HELLOTAIPEI 案件 為何 無法 查詢處理 情形
63,臺北市 單一 陳 情 系統 HELLOTAIPEI 反映 市政 問題 未 收到 確認信 應 處理
63,陳 情 案件 是否 一定 留下 真實 姓名 聯絡 方式 提供 個人資料 是否 洩密
63,機關 回 復 陳 情 案件 內容 疑義 單位 反映
63,陳 情 案件 處理 時效 為何
63,臺北市 政府 機關 受理 陳 情 案件 原則 為何 處理 陳 情 案件 方式 為何 陳 情 案件 處理 情形 滿意度 調查表 填寫
63,臺北市 政府 推動 電話 服務 禮貌 督考 方式 為何
63,臺北市 政府 年度 辦理 申請 案件 審查 標準 作業 流程 為何
63,請問 各家 電信業 撥打 臺北 市民 當家 熱線 為免 付費
63,受理 陳 情案 為何 需留 真實 姓名 聯絡 電話
63,為何 話務 中心 分鐘 通話 轉接 限制
63,何在 臺北市 手機 撥打 卻是 轉到 新北市
63,請問 臺北 市民 當家 熱線 提供 服務
63,手語 視訊 服務 服務 時間
63,請問 市民 熱線 免 付費 是否 包含 預付卡
63,撥打 通話費 計算
63,請問 視障 話務 中心 服務 內容 為何
63,請問 下載 檔案
63,檢舉 案件 提供 個人資料 是否 洩密
63,為何 撥通 後 需要 聽 後 冗長 語音 宣告 轉接 話務 人員
63,為何 使用 公用電話 無法 免費
63,手語 視訊 服務 使用
63,手語 視訊 提供 服務
63,使用 Skype LINE 軟體 時若 遭遇 問題 時 解決
63,臺北市 內有 哪些地方 使用 公共 手語 視訊 服務
63,民眾 透過 個人電腦 連接 手語 視訊 服務員
63,查閱 臺北市 政府 機關 政府 出版 品 哪裡 借閱 購買 政府 出版 品
63,電子 書刊 申請 國際標準 書號 ISBN 辦理 送存 作業
63,請問 再版 書籍 是否 需 重新 申請 GPN
63,資料 不用 申請 GPN
63,出版 書籍 皆 研究 報告 提供 內部 業務 參考 並不 公開 販售 是否 需 申請 GPN ISBN
63,府 年度 研究 發展 項目 先期 審查 作業 程序 為何
63,本府 機關 公務 出國 報告 繳交 期限 為何
63,選擇 府 管計畫 項目
63,請問 研考會 管制 考核 工作
63,何謂 府 管計畫 列管 考核
63,府 管計畫 是否 評分 評定 成績
63,府 管計畫 是否 調整 撤銷
63,府 管計畫 列管
63,機關 遇 職權 爭議 時 有何 規定 依循 辦理
64,替代 役 徵集 替代 役 之役 期為何
64,應徵 役男 延期 徵集 入營 事故 表
64,分階段 常備 兵役 軍事訓練
64,年 辦理 年次 替代 役 體位 役男 學期 間 接受 補充 兵役 徵集 須知
64,年次 役男 兵籍 調查
64,兵籍 調查 兵籍 調查 申辦 時間 辦理
64,兵籍 調查 辦理 兵籍 調查 時所 申報 就學 狀況 後續 徵兵 處理 時程 有何 影響
64,兵籍 調查 役男 徵兵 及齡 幾歲 兵役 年齡 計算
64,兵籍 調查 學 役男 是否 申報 兵籍 調查
64,國外 就學 我國 男子 出境 國外 含 香港 澳門 就學 符合 學歷 年齡 條件
64,役男 出境 國內 大學 含 以上 學 役男 可否 經由 學校 奉派 推薦 研究 進修 表演 名義 申請 出境 申請 超過 期限 返國 受到 處罰
64,役男 出境 已 履行 兵役 義務 役男 外 已 核定 免役 禁役 已 完成 補充兵 訓練 領有 免役 禁役 補充兵 證明書 役男 役男 申請 出境 有何
64,大陸 就學 役男 出境 處理 辦法 所稱 臺商 臺商 員工 具備 要件
64,國外 就學 役齡 前 歲 含 以後 出境 國外 就學 役男 未諳 法令 規定 返國 探親 度假 因未備 妥 經驗 證之在學 證明 無法 移民 署 辦理 出境 出國 就學
64,國外 就學 役齡 前 歲 年 以後 出境 國外 就學 役男 返國 後 申請 出境 提憑 證明文件 機關 申請 應填 申請書 表 格式 處理 時限
64,役男 出境 役男 出國 超過 期限 受到 限制 處罰
64,役男 出境 國內 學 未 學 役男 可否 短期 出國 觀光 應 辦理 須 準備 證件 出國 多長 時間
64,役男 出境 國內 大學 含 以上 學 役男 可否 出國 修讀 雙聯 學位 申請 超過 期限 返國 受到 處罰
64,國外 就學 役男 出境 國外 就學 入學 許可 尚未 備妥 處理 出境 事宜 順利 出境 後 應 處理 兵役 問題
64,大陸 就學 役男 出境 大陸 地區 就學 入學 許可 尚未 備妥 處理 出境 事宜 出境 後 應 變更 出境 就學 身分 俾 大陸 地區 順利 就學
64,大陸 就學 就讀 教育部 採認 大陸 地區 學校 院 正式 學歷 學校 科系 役男 返臺 後 應 辦理 出境 機關 申請 應填 申請書 表 格式 處理 時限
64,大陸 就學 出境 大陸 地區 就學 役男 返國 探親 度假 停留 多久 期限 屆滿 後 可否 延期
64,大陸 就學 就讀 大陸 地區 臺商 學校 役男 學校 就學 期間 返臺 後 可否 申請 出境 前往 大陸 地區 完成學業
64,大陸 就學 我國 男子 出境 大陸 地區 就學 符合 學歷 年齡 條件
64,大陸 就學 原在 國內 學校 就學 役男 歲 含 以後 次 申請 出境 大陸 地區 就學 應 準備 證明文件 機關 申請 應填 申請書 表 格式 處理 時限
64,國外 就學 出境 國外 就學 役男 返國 探親 度假 停留 多久 期限 屆滿 後 可否 延期
64,國外 就學 開立 學 證明 應 注意事項
64,國外 就學 原在 國內 學校 就學 役男 歲 含 以後 次 申請 出境 國外 就學 應 準備 證明文件 機關 申請 應填 申請書 表 格式 處理 時限
64,國外 就學 兵役法 施行 法 條第 項 款 所指 國外 學校 是否 包括 語文 學校 先修班 社區 學院 語言 班
64,大陸 就學 核准 赴 大陸 地區 投資 臺商 員工 之子 大陸 地區 就讀 返臺 後 應 辦理 出境 大陸 地區 就學 提憑 證明文件 機關 申請 應填 申請書 表 格式 處理 時限
64,出境 就學 未免 兵役 義務 役男 出境 就學 後 是否 返國 履行 兵役 義務 役政 單位 處理 後續 兵役 問題
64,役男 出境 是否 到達 歲 徵兵 及齡 男生 想要 出國 先 辦理 申請 出境 手續
64,役男 出境 役男 原因 申請 出境
64,僑民 服役 持 外國 護照 入境 歸國 僑民 是否 受 中華民國 相關 兵役法 令 約束
64,僑民 役男 僑民 役男 國內 居住 尚未 屆滿 年 歸化 我國 國籍 大陸 地區 香港 澳門 臺 役男 尚未 設籍 年 可否 提前 辦理 徵兵 處理
64,僑民 役男 歸國 僑民 原具 香港 澳門地區 僑民 身分 役男 依法 尚 不須 辦理 徵兵 處理 申辦 出境
64,軍人 權益 役男 如受 不當 管教 時 國防部 專線 申訴 外 市府 申訴 管道
64,兵員 徵集 常備 兵役 軍事訓練
64,軍人 權益 收到 教育 召集令 請假
64,替代 役 申請 申請 替代 役
64,兵役 體檢 體位 區分 標準 役男 健康狀況 變化 是否 已達 改判 體位 標準
64,兵役 體檢 申請 複檢 徵兵 檢查 時未 病情 檢查 後 體位 發生變化 應 處理
64,兵役 體檢 身高體重 重測 參加 徵兵 檢查 後 身高體重 發生變化 符合 常備 役體 位標 準時 可否 申請 複檢
64,軍人 權益 情形 符合 申請 服兵役 役男 家屬 生活 扶助 條件 申請
64,軍人 權益 役男 入營 服役 後 家屬 生活 維持 市府 何種 補助 救濟
64,生活 扶助 就業 轉介 協助 役男 家屬 就業
64,兵役 體檢 書面 審查 判等 條件 已 領有 身心 障礙 手冊 證明 重大 傷病 證明 役男 可否 參加 徵兵 檢查 直接 書面資料 核判 體位
64,兵役 體檢 體位 判定 徵兵 檢查 時 役男 體位 判定 幾種
64,兵役 體檢 役男 因故 無法 排定 日程 參加 徵兵 檢查
64,替代 役 管理 替代 役 役男 身分 定位 為何
64,替代 役 管理 服 替代 役 役男 接受 訓練
64,替代 役 管理 替代 役 管理 權責 為何
64,僑民 服役 歸僑 役男 服役 有無 特別 規定 國內 身分 役男 有何
64,僑民 服役 年次 以前 出生 僑民 役男 國內 居留 逾 月 計算
64,僑民 服役 年次 以後 出生 僑民 役男 國內 居留 逾 日 計算
64,僑民 服役 具有 雙重國籍 是否 還要 服役
64,僑民 服役 取得 僑民 身分 及應 認定
64,僑民 服役 歸國 僑民 男子 返國 學者 兵役 問題 處理
64,兵員 徵集 補充兵 訓期 多久 情況 下 折抵 補充 兵役 軍事訓練
64,役男 抽籤 役男 參加 軍種 抽籤 抽籤 後 入營 服役
64,替代 役 徵集 徵服 替代 役 對象
64,獨子 緩召 後備軍人 申請 獨子 緩召 辦理 需 符合 條件 應 檢附 資料
64,替代 役 申請 宗教 因素 申請 服 替代 役 處理程序 為何
64,替代 役 徵集 違反 替代 役 徵集 有何 處罰
64,兵役 體檢 已經 完成 徵兵 檢查 役男 收到 體格檢查 表
64,兵役 體檢 役男 體檢 項目 為何
64,學 緩徵 學 役男 申辦 緩徵 最高 緩徵 幾歲 國外 大陸 地區 就讀 可否 辦理 學 緩徵
64,兵役 體檢 接到 徵兵 檢查 通知 那家 醫院 檢查
64,役男 出境 役男 出境 國外 還未 返國 以前 可不可以 委託 申請 出境
64,役男 出境 役男 申辦 出境 時所繳 附 文件 國外 大陸 地區 香港 澳門 製作 是否 須 另附 中文 譯本 並經 驗證 機構 驗證
64,軍墓 管理 臺北市 軍人 公墓 可否 持香入 納骨室 家屬 祭拜 時 骨灰 櫃否 開啟
64,兵員 徵集 畢業 大學生 欲 申請 提早 入伍 應 辦理 應 準備 文件
64,軍墓 管理 臺北市 軍人 公墓 是否 隸屬 國防部 祭拜 儀式
64,軍墓 管理 臺北市 市民 是否 申請 安厝 臺北市 軍人 公墓 安厝 是否 收費
64,軍墓 管理 臺北市 軍人 公墓 是否 網站 暨 網路 追思 系統
64,替代 役 管理 替代 役 服役 期間 獎勵 懲處 規定
64,替代 役 管理 替代 役 役男 服役 期間 是否 上下班 制
64,替代 役 管理 替代 役 類別
64,因病 停役 因病 停役 多久 後 得到 判定 是否 還須 回役 停役 期間 可否 出境
64,歸鄉 報到 依法 退伍 停役 離營 軍人 辦理 後備軍人 歸鄉 報到 事宜
64,退伍 後 退伍 後 需要 輔導 就業 職訓
64,全民 健保 入營 服役 後 役男 全民 健康 保險 辦理 費用 負擔
64,軍人 權益 役男 服役 時 合法權益 受到 損害 受到 不當 處分 冤屈 不平 事件 官兵 家屬 應 享受 優待 受到 侵害 時 申訴
64,意外 救助 市府 本市 籍 役男 暨 服勤 本府 機關 替代 役 役男 服役 勤 期間 發生 意外事故 有何 救助 措施
64,傷病 住院 市府 本市 籍 役男 服役 期間 因傷 病 住院 時有 何慰助 措施
64,後備軍人 複檢 後備軍人 體格 發生變化 申請 轉 免役 複檢
64,軍墓 管理 臺北市 軍人 公墓 例假日 是否 開放 祭拜 中午 時間 是否 提供 申請 安厝 業務
64,軍墓 管理 是否 小型 公車 上山 臺北市 軍人 公墓 忠 靈堂
64,軍墓 管理 臺北市 軍人 公墓 目前 是否 提供 土葬 樹葬 服務
64,軍人 保險 義務役 役男 服役 期間 有無 意外保險 內容
64,權益 編管 榮民 配偶 現役軍人 臺北市 市民 是否 申請 安厝 臺北市 軍人 公墓 安厝 是否 收費
64,戶籍地 分發 入營 後 優先 戶籍地 分發 條件
64,傷病 補助 役男 入營 後 傷 病 就醫 時 部分 負擔 掛號費 有無 補助
64,因病 停役 入營 後 因病 停役 規定
64,兵員 徵集 役男 接獲 徵集令 後 特殊 事故 無法 入營 時 應 處理
64,兵員 徵集 現行 常備 兵役 役期 多久 可否 折 減役 期 訓練 時數
65,市民 檢舉 廢棄 車輛
65,棉被 枕頭 需要 丟棄 時 應 處理
65,市民 辦理 公益 宣導 市政 政策 藝文 活動 需 申請 調整 本市 垃圾車 播放 音樂 時間 音量 處理
65,請問 本市 道路 懸掛 旗幟 申請 有何 相關 規定
65,大樓 公寓 委託 專人 收 垃圾 垃圾 費隨袋 徵收 後 影響
65,已 使用 專用 垃圾袋 盛裝 垃圾 包 可否 置於 塑膠袋 紙箱 容器 中 交給 環保局 垃圾車 清理
65,機關 學校 內原 使用 垃圾 子車 裝置 垃圾 垃圾 費隨袋 徵收 後 應 因應
65,隨袋 徵收 後 部分 市民 逃避 付費 亂丟垃圾 環保局 防止
65,環保局 未 使用 專用 垃圾袋 將以 何種 方式 處理
65,無法 配合 環保局 垃圾 收運 時間 之民眾 應 處理 垃圾
65,垃圾 費隨袋 徵收 後 如住 家門口 庭院 土地 遭 不法 市民 亂丟垃圾 清理
65,本地 位處 縣市 交界 時有 外縣 市民 眾 攜帶 垃圾 棄置 本地 請 說明 外縣 市民 眾在 本市 投遞 垃圾 是否 亦 應 使用 專用 垃圾袋
65,針對 各項 廢棄物 環境污染 行為 檢舉 市民 需檢具 證據 資料 為何 透過 反映 檢舉 是否 亦可 獲得 獎金 發放
65,針對 各項 廢棄物 環境污染 行為 檢舉 市民 需檢具 證據 資料 為何
65,家戶 排出 少量 未 施放 過之 鞭炮 收運 方式
65,市民 廢棄 車輛 已 遭 環保局 拖吊 廢棄物 清除 惟汽燃費 應 處理
65,車主 自願 放棄 廢棄 車輛 之車權
65,廢棄 車輛 稅費 止算日
65,家用 垃圾 包不 丟在 行人 專用 垃圾 埇 依據 一條 規定
65,占用 道路 廢棄 車輛 三輪車 攤販 車 單位 協助 處理
65,遭 環保局 拖吊 廢棄 車輛 應 查詢 領回 提起 申訴 或陳情
65,車主 自動 報繳 廢棄 車輛 申請 獎勵金
65,車主 車輛 遭 警察局 有牌 環保局 無牌 查報 廢棄 車輛 後 應 申請 撤案
65,民眾 欲 丟棄 貓沙要 處理
65,家戶 欲 丟棄 廢棄 機油 液態 油漆 處理
65,查詢 合法 舊衣 回收 箱 地點
65,冷氣機 滴水 情形 反應 環保局 處理
65,舊衣 回收 箱 申請 設置 資格 為何 申請
65,隨地 亂 吐 檳榔汁 渣 亂 吐痰 罰則
65,市民 資源 回收 物要 丟棄 查詢 各區 資源 回收 集中地
65,非 當天 分類 規定 資源 回收 物去 丟 拒絕
65,道路 清掃 維護 權責
65,反應 塗鴉 問題
65,民眾 建物 遭 塗鴉 處理
65,市民 私人 物件 掉落 路邊 水溝 單位 求助
65,本市 設置 廣告板 欄 申請 有何 相關 規定
65,業者 住戶 外牆 張貼 廣告 業者 檢舉 時 住戶 需負 連帶責任 請問 查詢 法條
65,家戶 巨大 垃圾 大型 廢棄物 收運
65,市民 排出 垃圾 回收 物
65,清潔 箱 滿溢 周遭 髒污 時 處理
65,辦理 活動 時如 需 環保局 協助 清運 垃圾 申請
65,何謂 違規 張貼 廣告 環保局 處理 依據 為何 有否 合法 張貼 廣告
65,市民 如於 週三 日 垃圾 停收 日 平日 等候 環保局 垃圾車 攜出 垃圾 回收 廚餘 物 有無 排出 管道 利用
65,民間 代 清除 業者 申請 流程 為何
65,請問 臺北市 環保局 提高 亂丟垃圾 罰款
65,檢舉 製造 髒亂 污染 行為 需要 留下 檢舉人 資料
65,家戶 廚餘 回收
65,清潔 箱 新設 拆除 遷移 申請
66,臺北市 除草劑 管理 自治 條例 FAQ
66,申請 生態 防蚊 診所 條件
66,家鼠 防治 FAQ
66,營建 開發 案 工程 大規模 以上 申報 營建 工地 逕 流 廢水 污染 削減 計畫
66,列為 化糞池 應 清理 對象 應 處理 如未 清理 是否 受罰
66,檢舉 違反 水污染 防治法 案件 獎勵 辦法 民眾 檢舉 水污染 環境 行為 檢舉 資料 應 寄 送到
66,住家 多久 清理 一次 化糞池
66,檢舉 違反 水污染 防治法 案件 獎勵 辦法 檢舉 獎金 規定 為何
66,生態 防蚊
66,申請 生態 防蚊 診所 服務
66,維護 管理 飲用水 連續 供水 固定設備
66,環保局 列管 飲用水 連續 供水 固定設備 定義 為何
66,水溝 蚊蟲 孳生 蚊蟲 過多時 處理
66,載運 列管 毒性 化學物質 車輛 是否 需 攜帶 運送 聯單
66,社區 下水道 簡易 排放 許可 文件 申請
66,事業 設立 辦理 水污染 防治 申請
66,市民 得知 里 戶外 環境 噴藥 日期 及應 注意事項
66,自來水 水塔 維護 檢查 重點 為何
66,申請 地下 儲槽 系統 防止 污染 地下水 體 設施 監測 設備 設置
66,環境 用藥 販賣 業 許可 執照 應 申請
66,病媒 防治 業 許可 執照 應 申請
66,我要 檢驗 家裡 自來水 飲用水
67,目前 基本工資 數額 規定 為何
67,固定式 起重機 天 車 橋型 增設 副 捲揚 設備 應否 申請 變更 檢查 疑義
67,員工 配合 打卡 雇主 做何 措施
67,勞工 不適 能否 薪水 不動 調降 職務
67,空班日 出勤 是否 計入 每月 小時 加班 上限
67,因應 一例 休會 增加 加班費 擬 減少 本薪 是否 可重 談 薪資
67,勞工 不排 特休 或於 連假 請 特休 變成 連續 休假 天要
67,勞工 週日 出勤 小時 能否 幾小時 出勤 移 週一 減少 週一 需 出勤 時間 節省 加班費
67,勞資 會議 採用 變形 工時 後 需 一次 排好 月 班表
67,因一 二月 旺季 八月 淡季 能否 二月 國定假日 調移 八月 休
67,班表排 好 後 勞工 臨時 特休 請假 事假 請 應
67,原本 排定 週三 週四 出勤 員工 臨時 有事 欲 週四 週五 出勤 薪資 應 計算 需 調整 後續 例假日 休息日 安排
67,加班費 可否 以整 年度 結算
67,公司 要求 勞工 早退 勞工 回家途中 受傷 是否 職災
67,派 勞工 當日 來回 出差 工時 計算
67,颱風天 出勤 工時 超過 小時 部分 應 計算 加班費
67,勞工 因故 需要 早退 小時 可否 小時 移至 隔天 隔 天工 時變 小時
67,勞工 國定假日 出勤 小時 加班費 計算
67,時薪 人員 之特 休假 計算
67,資深 時薪 人員 公司 雇用 是否 需給 資遣費
67,勞工 遲到 計算 須扣 工資
67,每日 固定 加班 小時 勞工 遲到 小時 當日 足 小時 可否 遲到 扣薪
67,勞工 特別 休假 排定 天數 計算
67,雇主 可用 何種 方式 記錄 勞工 上班時間
67,目前 法令 規定 雇主 要設 哺 集 乳室
67,性別 工作 平等 法 產假 規定 內容 為何
67,生理 假 計薪 可否 扣 全勤獎金
67,公司 無法 勝任 工作 資遣 任職 屆滿 年 則資遣 費應 計算
67,雇主 資遣 勞工 是否 需要 提前 告知
67,公司 是否 規定 加班 一律 補休
67,請問 勞工 加班費 延長 工時 工資 計算
67,公司 經營不善 薪資 發不 可否 開 月 期票 勞工 當月 薪資
67,應徵 保全 工作 時 公司 表示 保全 員 工作 時間 勞工 保全 員 工作 時間 規定 為何
67,勞工 往返 工作 場所 交通 時間 是否 應 計入 工作 時間
67,請問 勞工 加班 延長 工時 工作 時間 規定 為何
67,請問 勞工 正常 工作 時間 規定 為何
67,未 屆滿 勞資雙方 約定 服務 年限 提前 離職 雇主 要求 勞工 給付 違約 賠償金 是否 合理
67,勞資 會議 應 舉辦
67,選舉 日 是否 應給 假 當日 出勤 工資 計算
67,颱風 假 雇主 要求 勞工 出勤 未 給付 加班費 合法
67,勞工 病假 天數 較長 遇 國定假日 例假日 應否 計入 病假 假期 工資 應 發給
67,受僱 求職者 提出 性騷擾 申訴 時 雇主 應 處理
67,育嬰 留職停薪 可否 只 申請 月
67,雇主 未 提繳 積欠 工資 墊償 基金 有無 罰則
67,雇主 何種 情況 下 調動 勞工
67,勞動 契約 離職 後 競業禁止 規定 是否 合法
67,從事 勞工 健康 服務 特約 醫師 每次 臨場 服務 時間 應為 幾小時
67,從事 勞工 健康 服務 醫護人員 應 備查 備查
67,何謂 合格 合梯
67,搭乘 設備 懸掛 裝置 需漆 能見度 高 顏色 作業 環境 背景 顏色 天候 因素 晴天 陰天 晚上 皆 能見度 造成 影響 希望 提供 能見度 高 參考 顏色 以利 遵循
67,停 復工 公開 資訊 查詢
67,起重機 吊掛 搭乘 設備 搭載 吊升 人員 作業 注意事項 部份 內容 起重 升降機 具 安全 規則 未 提及 熔接 技術 士 施工 防止 物件 飛落 防護 設備 是否 逾越 疑慮
67,起重 升降機 具 安全 規則 第十八條 規定 標示 應 辦理
67,捷運 工地 挖掘 連續 壁 使用 MASAGO 挖掘機 是否 屬 移動式 起重機 疑義
67,起重機 吊掛 搭乘 設備 多台 共用 時 合格 標示 欄位 有限 應 填列 起重機 編號 車號
67,起重機 吊掛 搭乘 設備 是否 一定 出入口 設置
67,吊掛式 搭乘 設備 是否 一定 頂蓬 防止 飛落 物 掉落 物撞 防護 設備 所指 為何
67,雇主 搭乘 設備 載人 作業 應 依據 作業 風險 因素 事前 擬訂 作業 方法 作業 程序 安全 作業 標準 作業 安全 檢核 表 如乙 公司 承攬 甲 公司 工作 雇用 丙 公司 移動式 起重機 至甲 公司 場所 從事 搭乘 設備 載人 作業 作業 安全 檢核 表 應由 負責 填寫
67,起重 升降機 具 安全 規則 條但 書 從事 貨櫃 裝卸 船舶 維修 高 煙囪 施工 尚無 安全 作業 替代 方法 得以 移動式 起重機 乘載 吊升 勞工 從事 作業 但同 規則 條規 從事 垂直 高度 公尺 以下 高處 作業 適用 是否 造成 同一 高 煙囪 施工 作業 作業 高度 範圍 米 須 使用 高空 工作 車及 移動式 起重機 乘載 吊升 勞工 從事 作業 情形
67,專業 機構 核發 簽 搭乘 設備 合格 識別 標示 事業單位 粘貼 搭乘 設備 明顯 易見 處 脫落 褪色 時 是否 補發 機制
67,作業 場所 未 設置 必要 安全衛生 設備 違反 職 安全 衛生法 勞工 或民眾 有無 檢舉 管道
67,為何 會上 職災 地圖 職災 地圖 相關 資訊
67,填報 職災 月 報表 申報 規定 為何
67,臺北市 輕質 屋頂 施工 架及 吊籠 作業 通報 自治 條例 規定 為何
67,何謂 臺北 職安卡 何用 處
67,雇主 在家 工作者 是否 需 等同 廠場 提供 相同 程度 保護
67,事業單位 僱用 勞工 是否 應 辦理 體格檢查 費用 應由 負擔
67,保全 業 駐點 勞工 人 以下 需要 設置 急救 人員
67,職業 安全衛生 人員 健康 服務 醫護人員 可否 相互 兼任
67,職業 安全 衛生法 條規 事業單位 勞工 人數 人 以上者 應 僱用 特約 醫護人員 規定 事業單位 設置
67,職業 安全 衛生法 施行 後 建築物 升降機 申請 檢查
67,請問 職業 安全 衛生法 施行 後 前 已 取得 檢查 合格證 升降機 管理
67,安全衛生 工作守則 徵詢 勞工 代表 同意書 格式
67,作業 需要 輪班 夜間工作 長時間 工作 雇主 有何 因應 措施 罰則
67,勞工 如因 過勞 致死 是否 可依 職業 安全 衛生法 課予 雇主 刑責
67,若於 執行 職務 時 人行 遭受 身體 精神 不法侵害 情況 雇主 有何 因應 措施 罰則
67,職業 安全 衛生法 新增 適用 事業 事業單位 職業 安全衛生 組織 應 設置
67,何謂 營建 升降機 積 載荷 重 以上 列為 危險性 機械 需經 檢查 合格 方得 使用
67,安全衛生 工作守則 報備 法令 規定 罰則 為何
67,安全衛生 工作守則 訂定 內容 為何
67,安全衛生 工作守則 報備 流程 為何
67,事業單位 僱用 勞工 人 以上 需要 制定 安全衛生 工作守則
67,營造業 承攬 工程 分別 位於 檢查 機構 轄區 安全衛生 工作守則 應 報備
67,職業 安全 衛生法 上路 施行 後 適用 各業 未來 執行
67,職業 安全 衛生法 擴大 適用 後 相關 法律 是否 競合
67,請問 公務人員 適用 職業 安全 衛生法
67,請問 僱用 勞工 人數 人 以下 事業 適用 職業 安全 衛生法
67,作業 性質 屬於 重複性 作業 雇主 有何 因應 措施 罰則
67,職業 安全 衛生法 颱風天 外勤 工作 勞工 餐飲 外送 服務 有何 規範
67,職業 安全 衛生法 中 勞工 代表 身分 產生 方式 為何
67,未來 派遣 勞工 是否 適用 職業 安全 衛生法 規定
67,勞動 場所 發生 職業 災害 事業單位 通報 要件 為何 通報
67,勞工 上下班 途中 發生 交通事故 需 住院治療 是否 應依 規定 通報 動 檢查 機構 是否 請領 職災 保險 給付 請 公傷 假
67,自營 作業 同夥 作業 受傷 死亡 是否 職業 安全 衛生法 所稱 職業 災害 應否 規定 通報
67,雇主 應 勞工 實施 教育 訓練
67,職業 安全衛生 教育 訓練 可至 哪裡 受訓
67,教育 訓練 教材 下載
67,職業 安全 衛生法 施行 前 領有 勞工 安全衛生 教育 訓練 結業證書 部分 職類 名稱 修正 後 資格 是否 受 影響
67,職業 安全 衛生法 修正 施行 後 安全衛生 工作守則 是否 應 重新 報備
67,新 適用 職業 安全 衛生法 行業 報備 工作守則
67,請問 之前 已 取得 勞動 檢查 機構 核發 升降機 型式 合格 廠商 能否 營建 體系 承認 採用
67,請問 敷設 建築物 升降機 建築 法 檢查 管理 後 升降機 使用 安全 是否 一併 改由 主管 建築 機關 負責
67,勞檢處 提出 檢舉
67,職業 災害 月 報 系統 提示 使用 瀏覽器 版本 太舊 應 處理
67,網路 填載 職災 統計表 無法 進入 畫面
